smiles,affinity
O=S(=O)(c1ccccc1-c1ccc(CN2CC3CCCC2C3)cn1)N1CCCC1,7.08
CC(C)CC1(c2cccc(O)c2)CCN(CC2CC2)C1,8.6
CN(CC(=O)N1CCN(C(=O)c2ccccc2)CC1CN1CCCC1)c1ccc(Cl)c(Cl)c1,5.1
CN(CC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1CN1CCCC1)c1ccc(Cl)c(Cl)c1,6.6
COc1ccc(S(=O)(=O)N2CCN(C(=O)Cn3c(=O)oc4ccc(Cl)cc43)C(CN3CCCC3)C2)cc1,5.7
O=C(Cn1c(=O)oc2ccc(Cl)cc21)N1CCN(S(=O)(=O)c2ccccc2Br)CC1CN1CCCC1,5.7
O=C(Cn1c(=O)oc2ccccc21)N1CCN(c2ccccc2)CC1CN1CCCC1,6.4
O=C(Cn1c(=O)oc2ccc(Cl)cc21)N1CCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1CN1CCCC1,5.7
CC1(C)CCC(N2CCC3(CC2)C(=O)NCN3c2ccccc2)c2cc(Cl)c(Cl)cc21,6.03
CC1(C)CCC(N2CCC3(CC2)C(=O)NCN3c2ccccc2)c2ccc(Cl)cc21,6.55
O=C1NCN(c2ccccc2)C12CCN(C(c1ccccc1F)c1ccccc1F)CC2,6.07
O=C1NCN(c2ccccc2)C12CCN(C(c1ccccc1)c1ccccc1F)CC2,5.93
O=C1NCN(c2ccccc2)C12CCN(C(c1ccccc1)C1CCCC1)CC2,7.58
CCCC(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,7.65
O=C1NCN(c2ccccc2)C12CCN(Cc1ccsc1)CC2,7.58
O=C1NCN(c2ccccc2)C12CCN(Cc1cccnc1)CC2,6.6
O=C1NCN(c2ccccc2)C12CCN(Cc1ccccn1)CC2,6.49
COC(=O)C1CC(OC(=O)c2cccc(Br)c2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.16
CN(CC(=O)N1CCN(S(C)(=O)=O)CC1CN1CCCC1)c1ccc(Cl)c(Cl)c1,8.52
COc1cccc(S(=O)(=O)N2CCN(C(=O)CN(C)c3ccc(Cl)c(Cl)c3)C(CN3CCCC3)C2)c1,7.1
COC12CCC3(CC1CNCC=Cc1ccccc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.465
COC12CCC3(CC1CNC(=O)C=Cc1ccc(Cl)cc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.395
COC12CCC3(CC1CNC(=O)C=Cc1ccccc1Cl)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.62
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C=Cc4ccccc4[N+](=O)[O-])C(C2)N(C)CCC315,7.035
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C=Cc4ccc([N+](=O)[O-])cc4)C(C2)N(C)CCC315,7.0600000000000005
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C=Cc4ccc(C)cc4)C(C2)N(C)CCC315,6.67
CCc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,4.95
CC1C2Cc3ccc(C(=O)N(C)CCc4ccc(-c5ccccc5)cc4)cc3C1(C)CCN2CC1CC1,7.96
CCCCC(=O)NC12Cc3c([nH]c4ccccc34)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,6.695
CN1CC2Oc3ccc(O)cc3C23CCCC1C3,6.09
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,8.04
N=C(N)Nc1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5,9.82
NC(=O)c1cccc(OC2CC3CCC(C2)N3CCCc2ccccc2)c1,6.47
Cc1ccc(C(C)N2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)s1,6.705
NC(=O)c1cncc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,4.75
Cc1cc(OC2CC3CCC(C2)N3Cc2ccccc2)cc(C(N)=O)c1,5.76
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccc2ccccc2n1,8.155000000000001
CC(O)C(NC(=O)C1NC(=O)C(C(C)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C2Cc3ccccc3CN2)CSSC1(C)C)C(N)=O,6.0
CN1CCC23c4c5ccc(O)c4OC2c2c(c4c(n2C)CCCC4)CC3(O)C1C5,7.029999999999999
CC1C2Cc3ccc4c(=O)[nH]cnc4c3C1(C)CCN2CC1CC1,6.8
c1ccc(COC2(c3ccccc3)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,4.87
CCOC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,6.31
OCc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,5.93
OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2Cl)CC1,5.95
OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2C(F)(F)F)CC1,5.87
O=C(NCC1CC23CCN(CC4CC4)C(Cc4ccc(O)cc42)C3(O)CO1)c1ccccc1,9.87
COc1ccc(C2CN3C(=NCC3C)N2CCCc2ccccc2)cc1,7.41
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NC(=O)C1CCc2cc(O)ccc2C1,8.22
CC1C2Cc3cc4cc[nH]c(=O)c4cc3C1(C)CCN2CC1CC1,8.175
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,8.35
COC(=O)C1CC(S)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.54
COC(=O)C1CC(SC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.91
O=C(Cc1ccc(Cl)c(Cl)c1)N1CC2CCC(N3CCCC3)C1CN2Cc1ccccc1,6.0649999999999995
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,8.09
CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2CC1CCCO1,7.145
CC(C)=CCN1CCC2(C)c3cc(C(N)=O)ccc3CC1C2C,8.25
CC1C2Cc3ccc(O)cc3C1(C)CCN2C,7.345
Cc1ccc(C(C)N2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)cn1,6.89
NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,5.695
Cc1ccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)o1,6.41
CC(c1ccccc1)N1C2CCC1CC(Oc1cccc(C(N)=O)c1)C2,6.0
COc1cccc(C(C)N2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)c1,7.34
CN(C)C(=O)OC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,7.55
O=C(C#Cc1ccccc1)NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,9.235
CCN(CC)C(=O)c1ccc(N(c2cccc(O)c2)C2CCN(CCc3nccn3C)CC2)cc1,5.34
CC1(N2CCC(n3c(-c4cccc(C(F)(F)F)c4)nc4ccccc43)CC2)CCCCCCC1,6.125
CC(O)C(NC(=O)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CS)NC(=O)C(N)Cc1ccccc1)C(C)O)C(C)(C)S)C(=O)O,6.0
O=C(OC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1ccccn1,7.59
C=CCCN1CCC(N(c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)CC1,7.01
CN1CCCC(c2nc3ccccc3n2C2CCN(C3(C)CCCCCCC3)CC2)C1,7.744999999999999
CCN(CC)C(=O)c1ccc(N(c2cccc(O)c2)C2CCN(CC(C)c3ccccc3)CC2)cc1,5.66
O=C(OC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5)c1ccccc1,6.23
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccc6c(c5)OCO6)cc4)cc3C1(C)CCN2CC1CC1,9.305
CC(C)Oc1cccc(-c2ccc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)cc2)c1,8.62
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccc(O)cc5)cc4)cc3C1(C)CCN2CC1CC1,9.44
Oc1nc2ccccc2n1CCCNCc1cc2c(cc1Cl)OCO2,6.29
CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)C(CN2CCC(O)C2)C1,9.05
CC(=O)N1CCC23c4c5ccc(O)c4OC2c2[nH]c4c(c2CC3(O)C1C5)CC1(O)C2Cc3ccc(O)c5c3C1(CCN2CC1CC1)C4O5,6.98
COc1cccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)c1,5.85
CCCN(CCC)C1CCc2ccc(O)cc2C1(C)C,6.26
CC1C2CCCC1(c1cccc(O)c1)CCN2C,6.54
COc1ccccc1NC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.11
CCNC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.62
NC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.48
CN(C(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1)c1ccccc1,6.4
O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccn2)CC1,7.34
CC1CN(CCc2ccccc2)C(CCN)CC1(C)c1cccc(O)c1,6.29
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2cc(-c3ccsc3)ccc2CC1C(=O)O,5.56
COc1ccc2c3c1OC1c4[nH]c5c(c4CC4(O)C(C2)N(CC2CC2)CCC314)CC1(O)C2Cc3ccc(O)c4c3C1(CCN2CC1CC1)C5O4,7.77
CN(C(=O)CNc1ccc(C(F)(F)F)cc1)C(CN1CCC(O)C1)c1ccccc1,9.254999999999999
CCCCCCCN1CC(C)C(C)(c2cccc(O)c2)CC1CCC,7.24
CCCC1CC(C)(c2cccc(O)c2)C(C)CN1C,6.66
CCCC1CC(C)(c2cccc(O)c2)C(C)CN1Cc1ccccc1,6.44
CC1CN(CCc2ccccc2)C(CCc2ccccc2)CC1(C)c1cccc(O)c1,6.1
COC12C=CC3(CC14CCC(C)(C)C4O)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.845
CC(=O)N(CC(=O)N(C)C(CN1CCC(O)C1)c1ccccc1)c1ccccc1,8.275
CN(C(=O)CNc1ccc(C#N)cc1)C(CN1CCC(O)C1)c1ccccc1,9.245000000000001
CN(C(=O)CNC(=O)OCc1ccccc1)C(CN1CCCC1)c1ccccc1,7.08
Cc1ccc(CN(CCNC(=O)c2ccc(CNS(=O)(=O)c3cccc(C)c3)cc2)C(C)C)cc1,5.955
O=C1C(c2cccc(S(=O)(=O)N3CCCC3)c2)CC=CCN1C(CN1CCCC1)c1ccccc1,5.72
O=C1C(Oc2ccc(Cl)c(Cl)c2)CC=CCN1C(CN1CCCC1)c1ccccc1,8.59
NC(=O)c1ccc2c(c1O)C13CCN(CC4CC4)C(C2)C1(O)CCC(=O)C3,9.64
CCCCC(=N)NCCc1ccc2[nH]c3c(c2c1)CC1(O)C2Cc4ccc(O)c5c4C1(CCN2CC1CC1)C3O5,9.52
CC(C)C(CN1CCC(C)(c2cccc(O)c2)C(C)C1)NCC1Cc2ccc(O)cc2CN1,8.74
CC(=O)OC1CC(C(=O)NC2CC2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.2
CC(=O)OC1CC(C(=O)O)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.22
CC1CN(CCc2ccccc2)C(c2ccccc2)CC1(C)c1cccc(O)c1,6.54
COc1ccc(CC2CN3C(=NCC3C)N2CCCC2CCCCC2)cc1,6.865
NC(=O)c1ccc(OC2CC3CCC(C2)N3Cc2ccccc2)c(F)c1,5.57
Oc1cccc(OC2CC3CCC(C2)N3Cc2ccccc2)c1,6.46
O=[N+]([O-])c1cc2c(cc1CN1CCC(n3c(O)nc4ccccc43)CC1)OCO2,7.43
OC(COc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)COc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.0
NCc1cc2c(cc1O)C13CCCCC1C(C2)N(CC1CCC1)CC3,6.85
CCCNCc1cc2c(cc1O)C13CCCCC1C(C2)N(CC1CCC1)CC3,6.46
CCN(CCCCN(CC)Cc1cc2c(cc1O)C13CCCCC1C(C2)N(CC1CCC1)CC3)Cc1cc2c(cc1O)C13CCCCC1C(C2)N(CC1CCC1)CC3,7.36
CCC(O)c1cc2c(cc1O)C13CCCCC1C(C2)N(CC1CCC1)CC3,7.14
COc1cccc2c1OC1CCCC3CN(C)CCC231,5.595000000000001
O=C(Nc1ccc(I)cc1)Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,7.92
Oc1cc2c(cc1CNCCCCCCCCNCc1cc3c(cc1O)C14CCCCC1C(C3)N(CC1CCC1)CC4)CC1C3CCCCC23CCN1CC1CCC1,7.4
OC(COc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)CC(O)COc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.77
CN(C(=O)C(NC(=O)c1ccccc1)c1ccccc1)C(CN1CCCC1)c1ccccc1,7.0
O=C(NCCCn1c(O)nc2ccccc21)OCc1cc2c(cc1Cl)OCO2,5.76
COc1cc(C=CC(=O)N2CCC(n3c(O)nc4ccccc43)CC2)c([N+](=O)[O-])cc1OC,5.39
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,8.425
COc1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1,5.01
O=C(c1ccccn1)N(Cc1ccco1)C1(C(=O)Nc2ccc(Br)cc2)CCCCC1,6.6899999999999995
CCCCN(Cc1cc2ccccc2nc1O)C(=O)c1ccccn1,5.325
Cc1ccc(CN2C3CCC2CC(Oc2cccc(C(N)=O)c2)C3)s1,7.7
NC(=O)c1cccc(OC2CC3CCC(C2)N3CCc2ccccc2)c1,6.12
NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CC2)c1,5.17
NC(=O)c1cccc(OC2CC3CCC(C2)N3CC(=O)Nc2ccccc2)c1,6.46
CCCCN(Cc1cc2cc(C)ccc2nc1O)C(=O)c1ccccn1,5.3
Oc1c(C=Nc2cccc3cccnc23)sc2ccccc12,5.63
CCN(CCNC(=O)c1ccc(CNS(=O)(=O)c2ccc(Br)cc2)cc1)Cc1ccccc1,5.015000000000001
O=C(O)c1nc2ccccc2n(C2CC3COCC(C2)N3C2CCCCCCC2)c1=O,5.22
NC1(C(=O)O)CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)C1,6.37
CN(C(=O)O)C1CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)C1,6.65
O=C(O)c1nc2ccccc2n(C2CC3CCCC(C2)N3C23CC4CC(CC(C4)C2)C3)c1=O,5.275
COC12Cc3cc(-c4ccc(Cl)cc4)cnc3C3Oc4c(O)ccc5c4C31CCN(C)C2C5,6.875
CN1CCC23c4c5ccc(O)c4OC2c2ncc(-c4ccc(Cl)cc4)cc2CC3(OC(=O)Cc2ccccc2)C1C5,7.365
COc1ccc2c3c1OC1C4(OC)C=CC5(CC4c4cccc(N)c4)C(C2)N(C)CCC315,4.8
COc1ccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1,5.8
COc1cnccc1C(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.37
CCCCN(CCc1ccccc1)CCc1cccc(O)c1,7.645
O=C(CCc1ccncc1)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.78
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccncc1Br,8.55
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccncn1,8.92
CN1CCC23c4c5ccc(O)c4OC2c2ncc(-c4ccc(Cl)cc4)cc2CC3(OCC=Cc2ccccc2)C1C5,8.81
O=C(Nc1ccc(=O)[nH]c1)c1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O,6.1850000000000005
O=C(Nc1ccc(I)cc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.0
COC(=O)C1CC(I)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.615
COC(=O)C1CC(Br)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.465
CCC(C)(C)Sc1nc2cc(Cl)c(N3CCN(CCO)CC3)cc2[nH]1,6.8
O=Cc1ccc(C(=O)NCC(=O)NC2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4CC3CC3)C2O6)cc1C=O,9.15
C=C(C)CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(O)C1C5,5.42
COC(=O)C12CN(C)CC(C(=O)OC)(C1=O)C(c1cccc(C)c1)N(C)C2c1cccc(C)c1,6.09
O=C1NC2CCCCC2N1C1CCN(C2CCC3CCCCC3C2)CC1,5.86
O=C(O)CN1CN(c2ccccc2)C2(CCN(C(=O)OCc3cc4c(cc3Cl)OCO4)CC2)C1=O,5.18
COc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,6.57
CC(C)(C)NC(=O)NCC1Cc2ccccc2CN1C(S)=NCC1CCCN1C(=O)c1ccccc1,6.39
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C=Cc5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,7.41
CN(C(=O)C1CCc2ccccc2O1)C(CN1CCC(O)C1)c1ccccc1,8.16
O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.74
CN(C(=O)Cc1cccc(N)c1)C(CN1CCCC1)c1ccccc1,9.03
CN1CC2CN(c3ccccc3)C3(CCN(C4CCCCCCCCC4)CC3)C2C1,7.57
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,6.9350000000000005
CN1CCC23c4c5cccc4OC2CCCC3C1C5,6.23
CN1CCC23c4c5cccc4OC2C(O)CCC3C1C5,5.31
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3nc(C)no3)CC12C,6.625
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C3CCOC3)CC12C,7.85
COC(=O)C1CC(OC(C)=O)C(=O)C2C3(C)CC(C4(O)C(OC)OC(OC)C4O)CC(=O)C3CCC12C,5.15
O=C(NCc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.925
OC1(c2ccccc2)CCN(C(Cc2ccccc2)c2ccccc2)CC1,6.54
O=C(Nc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,9.879999999999999
CNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,8.135
CNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,8.01
CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O,9.64
O=C(OC1CCCCC1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.92
OC1(c2ccc(Br)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,5.58
OC1(c2ccc(F)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,6.12
O=C1NCN(c2ccccc2)C12CCN(C(c1ccc(F)cc1)c1ccc(F)cc1)CC2,5.7
Cc1ccccc1C(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,6.24
O=C1NCN(c2ccccc2)C12CCN(CC1CCCCC1)CC2,6.29
COCCOCC(=O)OCC1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.445
